row_num,csv_parent_path,csv_name,status,message,subcategory_id,db_name_ar,db_name_en,slug,parent_subcategory_id,category_id
203,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Dacia",Dokker,added,"Created subcategory id 44920",44920,Dokker,Dokker,dacia-trucks-light-trucks-dokker,38815,1
204,"المركبات > سيارات > Fiat > 500 Family",500,added,"Created subcategory id 44921",44921,500,500,fiat-500-ailesi-500,21591,1
205,"المركبات > سيارات > Fiat > 500 Family",500L,added,"Created subcategory id 44922",44922,500L,500L,fiat-500-ailesi-500l,21591,1
206,"المركبات > سيارات > Hyundai > i20","i20 Active",added,"Created subcategory id 44923",44923,"i20 Active","i20 Active",hyundai-i20-i20-active,21880,1
207,"المركبات > سيارات > Hyundai > i20","i20 N",added,"Created subcategory id 44924",44924,"i20 N","i20 N",hyundai-i20-i20-n,21880,1
208,"المركبات > سيارات > Hyundai > i20","i20 Troy",added,"Created subcategory id 44925",44925,"i20 Troy","i20 Troy",hyundai-i20-i20-troy,21880,1
209,"المركبات > سيارات دفع رباعي وبيك آب > Infiniti > QX",QX30,added,"Created subcategory id 44926",44926,QX30,QX30,qx-qx30,35150,1
210,"المركبات > سيارات دفع رباعي وبيك آب > Infiniti > QX",QX50,added,"Created subcategory id 44927",44927,QX50,QX50,qx-qx50,35150,1
211,"المركبات > سيارات دفع رباعي وبيك آب > Infiniti > QX",QX60,added,"Created subcategory id 44928",44928,QX60,QX60,qx-qx60,35150,1
212,"المركبات > سيارات دفع رباعي وبيك آب > Infiniti > QX",QX70,skipped_exists,"Subcategory already exists under parent (id 35157)",35157,QX70,QX70,qx70,35150,1
213,"المركبات > سيارات دفع رباعي وبيك آب > Infiniti > QX",QX80,added,"Created subcategory id 44929",44929,QX80,QX80,qx-qx80,35150,1
214,"المركبات > سيارات > Kia > Picanto","1.1 EX",added,"Created subcategory id 44930",44930,"1.1 EX","1.1 EX",kia-picanto-11-ex,22032,1
215,"المركبات > سيارات > Kia > Picanto","1.1 EX Advance",added,"Created subcategory id 44931",44931,"1.1 EX Advance","1.1 EX Advance",kia-picanto-11-ex-advance,22032,1
216,"المركبات > سيارات > Kia > Picanto","1.1 EX Comfort",added,"Created subcategory id 44932",44932,"1.1 EX Comfort","1.1 EX Comfort",kia-picanto-11-ex-comfort,22032,1
217,"المركبات > سيارات > Kia > Picanto","1.1 Hiper",added,"Created subcategory id 44933",44933,"1.1 Hiper","1.1 Hiper",kia-picanto-11-hiper,22032,1
218,"المركبات > سيارات > Kia > Picanto","1.2 Cool",added,"Created subcategory id 44934",44934,"1.2 Cool","1.2 Cool",kia-picanto-12-cool,22032,1
219,"المركبات > سيارات > Kia > Picanto","1.2 Feel",added,"Created subcategory id 44935",44935,"1.2 Feel","1.2 Feel",kia-picanto-12-feel,22032,1
220,"المركبات > سيارات > Kia > Picanto","1.25 EX",added,"Created subcategory id 44936",44936,"1.25 EX","1.25 EX",kia-picanto-125-ex,22032,1
221,"المركبات > سيارات > Kia > Picanto","1.25 MPI Comfort",added,"Created subcategory id 44937",44937,"1.25 MPI Comfort","1.25 MPI Comfort",kia-picanto-125-mpi-comfort,22032,1
222,"المركبات > سيارات > Kia > Rio","1.0 TGDI",added,"Created subcategory id 44938",44938,"1.0 TGDI","1.0 TGDI",kia-rio-10-tgdi,22050,1
223,"المركبات > سيارات > Kia > Rio","1.25 CVVT",added,"Created subcategory id 44939",44939,"1.25 CVVT","1.25 CVVT",kia-rio-125-cvvt,22050,1
224,"المركبات > سيارات > Kia > Rio",1.3,added,"Created subcategory id 44940",44940,1.3,1.3,kia-rio-13,22050,1
225,"المركبات > سيارات > Kia > Rio","1.4 CRDi",added,"Created subcategory id 44941",44941,"1.4 CRDi","1.4 CRDi",kia-rio-14-crdi,22050,1
226,"المركبات > سيارات > Kia > Rio","1.4 CVVT",added,"Created subcategory id 44942",44942,"1.4 CVVT","1.4 CVVT",kia-rio-14-cvvt,22050,1
227,"المركبات > سيارات > Kia > Rio","1.4 EX",added,"Created subcategory id 44943",44943,"1.4 EX","1.4 EX",kia-rio-14-ex,22050,1
228,"المركبات > سيارات > Kia > Rio","1.4 GSL",added,"Created subcategory id 44944",44944,"1.4 GSL","1.4 GSL",kia-rio-14-gsl,22050,1
229,"المركبات > سيارات > Kia > Rio","1.4 WGT CRDI",added,"Created subcategory id 44945",44945,"1.4 WGT CRDI","1.4 WGT CRDI",kia-rio-14-wgt-crdi,22050,1
230,"المركبات > سيارات > Kia > Rio","1.4L MPI",added,"Created subcategory id 44946",44946,"1.4L MPI","1.4L MPI",kia-rio-14l-mpi,22050,1
231,"المركبات > سيارات > Kia > Rio",1.5,added,"Created subcategory id 44947",44947,1.5,1.5,kia-rio-15,22050,1
232,"المركبات > سيارات > Mazda > MX",MX-5,skipped_exists,"Subcategory already exists under parent (id 22173)",22173,MX-5,MX-5,mazda-mx-mx-5,22147,1
233,"المركبات > سيارات > Mazda > RX",RX-7,skipped_exists,"Subcategory already exists under parent (id 22184)",22184,RX-7,RX-7,mazda-rx-rx-7,22154,1
234,"المركبات > سيارات > Mazda > RX",RX-8,skipped_exists,"Subcategory already exists under parent (id 22185)",22185,RX-8,RX-8,mazda-rx-rx-8,22154,1
235,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Peugeot",Rifter,added,"Created subcategory id 44948",44948,Rifter,Rifter,peugeot-trucks-light-trucks-rifter,38843,1
236,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Toyota",Proace,added,"Created subcategory id 44949",44949,Proace,Proace,toyota-trucks-light-trucks-proace,38857,1
237,"المركبات > سيارات دفع رباعي وبيك آب > Cadillac > Escalade",ESV,added,"Created subcategory id 44950",44950,ESV,ESV,escalade-esv,34398,1
238,"المركبات > سيارات دفع رباعي وبيك آب > Infiniti > QX",QX55,added,"Created subcategory id 44951",44951,QX55,QX55,qx-qx55,35150,1
239,"المركبات > سيارات دفع رباعي وبيك آب > Mercedes-Benz > GLS",Maybach,added,"Created subcategory id 44952",44952,Maybach,Maybach,gls-mercedes-benz-Off-Road-SUV-Pickup-Trucks-maybach,36001,1
240,"المركبات > سيارات دفع رباعي وبيك آب > Nissan > Patrol","Super Safari",added,"Created subcategory id 44953",44953,"Super Safari","Super Safari",patrol-super-safari,36254,1
241,"المركبات > سيارات دفع رباعي وبيك آب > Nissan > Patrol",Y61,added,"Created subcategory id 44954",44954,Y61,Y61,patrol-y61,36254,1
242,"المركبات > سيارات دفع رباعي وبيك آب > Nissan > Patrol",Y62,added,"Created subcategory id 44955",44955,Y62,Y62,patrol-y62,36254,1
243,"المركبات > سيارات دفع رباعي وبيك آب > Toyota > Hilux",Revo,added,"Created subcategory id 44956",44956,Revo,Revo,hilux-revo,37150,1
244,"المركبات > سيارات دفع رباعي وبيك آب > Toyota > Hilux",Vigo,added,"Created subcategory id 44957",44957,Vigo,Vigo,hilux-vigo,37150,1
245,"المركبات > سيارات دفع رباعي وبيك آب > Toyota > Land Cruiser","200 Series",added,"Created subcategory id 44958",44958,"200 Series","200 Series",land-cruiser-200-series,37151,1
246,"المركبات > سيارات دفع رباعي وبيك آب > Toyota > Land Cruiser","300 Series",added,"Created subcategory id 44959",44959,"300 Series","300 Series",land-cruiser-300-series,37151,1
247,"المركبات > سيارات دفع رباعي وبيك آب > Toyota > Land Cruiser","70 Series",added,"Created subcategory id 44960",44960,"70 Series","70 Series",land-cruiser-70-series,37151,1
248,"المركبات > سيارات دفع رباعي وبيك آب > Toyota > Land Cruiser Prado",120,added,"Created subcategory id 44961",44961,120,120,land-cruiser-prado-120,37152,1
249,"المركبات > سيارات دفع رباعي وبيك آب > Toyota > Land Cruiser Prado",150,added,"Created subcategory id 44962",44962,150,150,land-cruiser-prado-150,37152,1
250,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Ford > E-Transit","Chassis Cab",added,"Created subcategory id 44963",44963,"Chassis Cab","Chassis Cab",e-transit-ford-trucks-trucks-light-trucks-chassis-cab,39023,1
251,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Ford > E-Transit",Custom,added,"Created subcategory id 44964",44964,Custom,Custom,e-transit-ford-trucks-trucks-light-trucks-custom,39023,1
252,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Ford > E-Transit",Van,added,"Created subcategory id 44965",44965,Van,Van,e-transit-ford-trucks-trucks-light-trucks-van,39023,1
253,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Ford > Transit","Chassis Cab",added,"Created subcategory id 44966",44966,"Chassis Cab","Chassis Cab",transit-ford-trucks-trucks-light-trucks-chassis-cab,39027,1
254,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Ford > Transit",Connect,added,"Created subcategory id 44967",44967,Connect,Connect,transit-ford-trucks-trucks-light-trucks-connect,39027,1
255,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Ford > Transit",Courier,added,"Created subcategory id 44968",44968,Courier,Courier,transit-ford-trucks-trucks-light-trucks-courier,39027,1
256,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Ford > Transit",Custom,added,"Created subcategory id 44969",44969,Custom,Custom,transit-ford-trucks-trucks-light-trucks-custom,39027,1
257,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Ford > Transit",Minibus,added,"Created subcategory id 44970",44970,Minibus,Minibus,transit-ford-trucks-trucks-light-trucks-minibus,39027,1
258,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Ford > Transit",Van,added,"Created subcategory id 44971",44971,Van,Van,transit-ford-trucks-trucks-light-trucks-van,39027,1
259,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Hyundai > H Series",H-1,added,"Created subcategory id 44972",44972,H-1,H-1,h-hyundai-trucks-light-trucks-h-1,39042,1
260,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Kia > K Series",K2500,added,"Created subcategory id 44973",44973,K2500,K2500,k-k2500,39186,1
261,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Kia > K Series",K2700,added,"Created subcategory id 44974",44974,K2700,K2700,k-k2700,39186,1
262,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Kia > K Series",K2900,added,"Created subcategory id 44975",44975,K2900,K2900,k-k2900,39186,1
